"Id","Date Created","Shot > Sequence","Shot > Description","Motion description","Project",
"133634","2025/03/26 16:50:19","2025-03-25","Chanting incantation, Making intricate hand gestures, Focusing mental energy, Showing strain/exhaustion after casting, Reacting to spell's effect (successful or failed).","Casting a spell with right arm moving in circles above the head and then using both hands to form a magic ball infront of the body. Standing back up and using right arm to fully extend it and push the spell away.","crs",
"133631","2025/03/26 16:44:32","2025-03-25","Chanting incantation, Making intricate hand gestures, Focusing mental energy, Showing strain/exhaustion after casting, Reacting to spell's effect (successful or failed).","Casting a spell. Right arm up in the air and slouching forward with both hands close to the body to cast a spell. Quickly standing back up and leaning back with the entire upperbody.","crs",
"133630","2025/03/26 16:43:17","2025-03-25","Chanting incantation, Making intricate hand gestures, Focusing mental energy, Showing strain/exhaustion after casting, Reacting to spell's effect (successful or failed).","Lifting both arms up to cast a spell, circling, fluid motions with both hands infront of the chest, Straighten up body and lifting right arm up in the air","crs",
"133625","2025/03/26 16:21:55","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person having a discussion, pointing hand at someone","crs",
"133623","2025/03/26 16:20:32","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person giving a small hug, feeling awkward","crs",
"133622","2025/03/26 16:19:52","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person reject marriage proposal","crs",
"133621","2025/03/26 16:18:52","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person getting a marriage proposal, gets ring placed on finger","crs",
"133620","2025/03/26 16:17:42","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person with hand grabbed starts crying getting proposed marriage","crs",
"133618","2025/03/26 16:16:51","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person getting 
a marriage proposal, getting hand grabbed","crs",
"133617","2025/03/26 16:15:21","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person reacting with small surprise shoving arms around","crs",
"133616","2025/03/26 16:14:44","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person being proposed to, trying to pull hand away, refusing to take the ring and walking around nervous","crs",
"133613","2025/03/26 16:11:12","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","waving arms around like a bird","crs",
"133611","2025/03/26 16:09:52","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person reacting angry discussing with someone","crs",
"133608","2025/03/26 16:08:31","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person being proposed to, accepting marriage proposal, putting on ring and giving a hug","crs",
"133606","2025/03/26 16:06:34","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","Person picking up proposal ring and reacting with excitement","crs",
"133604","2025/03/26 16:04:10","2025-03-21","Being proposed to, Giving hand, putting on ring, Reactions","person reacting with happiness and excitement to getting proposed marriage","crs",
"133597","2025/03/26 15:31:59","2025-03-21","Mugger stealing bag, Snatcing back from side/from behind, struggling to take it away from the person, Running away","mugging, sees a person passing by, turns around and takes his bag, starts running","crs",
"133595","2025/03/26 15:31:20","2025-03-21","Mugger stealing bag, Snatcing back from side/from behind, struggling to take it away from the person, Running away","mugging, sees a man carrying a bag and walks forward, jumps up and starts pulling it, after a short struggle he manages to grab the bag and starts running","crs",
"133594","2025/03/26 15:29:39","2025-03-21","Mugger stealing bag, Snatcing back from side/from behind, struggling to take it away from the person, Running away","mugging, snatches a bag from a random person's hands, after a short struggle manages to take the bag and escape","crs",
"133593","2025/03/26 15:29:06","2025-03-21","Mugger stealing bag, Snatcing back from side/from behind, struggling to take it away from the person, Running away","mugging, turns around and sees a bag about to be stolen from a person, runs over and grabs the bag, starts running","crs",
"133568","2025/03/26 13:59:09","2025-03-21","Showing fear/shock, Complying with demands, Pressing silent alarm, Protecting colleagues/customers, Handing over money, Communicating with robber (limited), Following instructions.","Clerk is touching head nervously, puts a little money from the counters drawer into the robbers bag and steps away. As the robber starts walking away with the bag full of cash, the clerk comes closer to the desk.","crs",
"133566","2025/03/26 13:57:25","2025-03-14","","Tourist leaving conversation with someone, pointing at a direction to make sure its the right one to go","crs",
"133564","2025/03/26 13:55:06","2025-03-14","","Tourist focusing and moving phone while discussing directions with someone","crs",
"133563","2025/03/26 13:51:51","2025-03-14","","Tourist listening to someone for directions in a phone","crs",
"133561","2025/03/26 13:48:46","2025-03-14","","Tourist approaching someone and asking for directions","crs",
"133560","2025/03/26 13:46:22","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, holds the chair by the handle and moves it forward","crs",
"133559","2025/03/26 13:44:29","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, picks up a guitar case and hands it to another person","crs",
"133557","2025/03/26 13:43:53","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, holding a mattress on the back and moving it forward","crs",
"133556","2025/03/26 13:42:41","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, holds the wheel by the seat with both hands and pushes it forward","crs",
"133555","2025/03/26 13:42:00","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, moving a table, holding one side of the table with the left hand, holding the other side of the table with the right hand","crs",
"133554","2025/03/26 13:40:03","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, moving skis with the right hand, holding poles with the left hand","crs",
"133553","2025/03/26 13:39:17","2025-03-21","Lifting heavy furniture with another person, carrying boxes, assembling furniture, strugling with big pieces","moving furniture with somebody, moving a table with both hands forward","crs",
"133546","2025/03/26 13:31:44","2025-03-21","Showing fear/shock, Complying with demands, Pressing silent alarm, Protecting colleagues/customers, Handing over money, Communicating with robber (limited), Following instructions.","Clerk is nervously standing, shaking a bit and doesn't understand what is going on. Leans forward to secretly press the panic button under the counter and is trying to remain calm.","crs",
"133532","2025/03/26 13:16:11","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person walking with a suitcase while looking at phone, accidentally drops the handle, picks it up again and continues walking","crs",
"133528","2025/03/26 13:07:11","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving objects, pushing a bike forward","crs",
"133527","2025/03/26 13:06:00","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, carrying a trash can, lifting it up, taking a few steps and putting it down","crs",
"133526","2025/03/26 13:04:57","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, lifting a heavy table, turning and moving the table a few steps forward, carrying it slowly","crs",
"133525","2025/03/26 13:04:42","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person running with a suitcase, holding with both hands and pushing it forward","crs",
"133524","2025/03/26 13:03:45","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person holding and carrying a suitcase with both hands, walking forward hastily","crs",
"133523","2025/03/26 13:03:31","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, pulling the table back a few steps","crs",
"133521","2025/03/26 13:01:45","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, putting down and leaving skis and poles leaning against a wall","crs",
"133519","2025/03/26 13:00:05","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving items, carrying skis on your back and poles with your right hand","crs",
"133518","2025/03/26 12:59:19","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, picking up then carrying skis on your back and poles under your arm","crs",
"133516","2025/03/26 12:58:25","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","carrying a mattress on your back, moving forward","crs",
"133515","2025/03/26 12:57:46","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","carrying a mattress, struggling, trying to find a comfortable pose","crs",
"133514","2025/03/26 12:56:25","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person walking straight forward with  a normal pace while pulling a suitcase with their right hand","crs",
"133513","2025/03/26 12:55:40","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person leaning in to pick up a suitcase, turning around and pulling it ahead","crs",
"133512","2025/03/26 12:55:39","2025-03-21","Fighting with an iron rod, swinging at enemy","Hitting, Quick and sudden move from top center to character bottom right with both hands holding the stick.","crs",
"133511","2025/03/26 12:55:27","2025-03-21","Fighting with an iron rod, swinging at enemy","Turning and hitting someone with the weapon in both hands. Making a big step forward.","crs",
"133509","2025/03/26 12:55:06","2025-03-21","Fighting with an iron rod, swinging at enemy","Fighting with a weapon in hand, Using the left hand to cover their face, the fighter moves forward and hits the target with the stick infornt of the body.","crs",
"133508","2025/03/26 12:54:47","2025-03-21","Fighting with an iron rod, swinging at enemy","Fighting, hitting with a bat, Making small steps in place and crouching down to hit the target from below.","crs",
"133507","2025/03/26 12:54:31","2025-03-21","Fighting with an iron rod, swinging at enemy","Fighting, Using a lot of power and inertia, the fighter is moving and turning quickly to hit the target from multiple angles.","crs",
"133506","2025/03/26 12:54:15","2025-03-21","Fighting with an iron rod, swinging at enemy","Standing in place relatively still and preparing for a fight. Turning and fighting with the stick held with both hands.","crs",
"133505","2025/03/26 12:53:50","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving a heavy object, carrying a mattress, struggling, adjusting pose, then carrying it on the back","crs",
"133504","2025/03/26 12:53:46","2025-03-21","Fighting with an iron rod, swinging at enemy","Fighting, taking a few steps back, thinking about the next attack. Preparing for the next attack and making a hit from above.","crs",
"133502","2025/03/26 12:53:08","2025-03-21","Fighting with an iron rod, swinging at enemy","Turning and hitting while walking forward. Holding the stick with both hands. Taking a swing with a metal rod","crs",
"133501","2025/03/26 12:52:46","2025-03-21","Fighting with an iron rod, swinging at enemy","Fighting, Standing up from a crouching pose to try and hit once again with the right hand holding the stick.","crs",
"133500","2025/03/26 12:52:24","2025-03-21","Fighting with an iron rod, swinging at enemy","Preparing for a hit from below, moving slowly from a standing position, not very confident and with less power.","crs",
"133499","2025/03/26 12:52:04","2025-03-21","Fighting with an iron rod, swinging at enemy","Preparing for a hit, Steps forward with right hand holding the weapon up in the air and then switching it to the left hand.","crs",
"133498","2025/03/26 12:51:41","2025-03-21","Fighting with an iron rod, swinging at enemy","Holding weapon in right hand and threatening to hit but stopping suddenly.","crs",
"133497","2025/03/26 12:51:15","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person pushing a heavy suitcase to adjust the wheels, then pulling it with both hands, while walking backwards","crs",
"133496","2025/03/26 12:49:40","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person turning around carrying a suitcase","crs",
"133495","2025/03/26 12:48:54","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person pushing a wheeled suitcase with both hands, moving forward","crs",
"133493","2025/03/26 12:47:52","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, moving the table slightly to the side","crs",
"133492","2025/03/26 12:47:13","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person walking with a suitcase and getting it stuck in the way","crs",
"133491","2025/03/26 12:47:12","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","lifting up a heavy table from the ground, placing it standing up","crs",
"133490","2025/03/26 12:45:53","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person walking walking forward with a suitcase","crs",
"133489","2025/03/26 12:44:45","2025-03-21","Actions while carrying a suitcase, walking, looking around, pulling and pushing it in different ways, idling, looking at phone","Person picking and holding a suitcase preparing to walk","crs",
"133484","2025/03/26 12:35:33","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, carrying a high table,  heavy object","crs",
"133483","2025/03/26 12:31:30","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, carrying a guitar case","crs",
"133482","2025/03/26 12:30:34","2025-03-21","Lifting heavy furniture, carrying boxes, strugling with big pieces","moving furniture, carrying a high chair","crs",
"133481","2025/03/26 12:28:45","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Robbing a bank. Robber is looking around to observe the environment. Grabs the bag full of money and walks away from the desk.","crs",
"133480","2025/03/26 12:27:18","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Robbing a bank. Talking to someone, placing an empty bag on the desk to be loaded up with money. The robber leans forward on the desk while waiting and standing still","crs",
"133479","2025/03/26 12:26:26","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Robbing a bank. Walking in a normal pace forward, stopping at the counter and revealing weapon under the jacket.","crs",
"133478","2025/03/26 12:25:53","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Robbing a bank. Grabbing the bag full of money, the robber turns around and walks away from the counter.","crs",
"133477","2025/03/26 12:24:25","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Robbing a bank. The robber is standing still in place making gestures with the left hand for the cashier to hurry up.","crs",
"133476","2025/03/26 12:23:49","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Robbing a bank, Leaning forward with both hands on the desk, the robber uses their right hand to show the gun to the cashier.","crs",
"133475","2025/03/26 12:23:22","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Standing infront of the counter, showing the cashier that the robber is carrying a gun under the jacket and placing the bag on the counter top for the cashier to load it up with money. Moving calmly and with confidence","crs",
"133474","2025/03/26 12:22:01","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note)Stuffing money into bag, Leaving bank","Approaching counter with small step forward and leaning on the desk with both hands.","crs",
"133461","2025/03/26 11:38:16","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman is walking forward holding the robber tight and pointing a gun at them. Escorting them out of the building","crs",
"133459","2025/03/26 11:37:53","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman pulls the robber up from the ground and they both start walking forward in a normal pace. The policeman is talking to the robber while walking.","crs",
"133457","2025/03/26 11:36:54","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman apprehending the robber, holding on the ground, circling around them and making sure they are scared, not holding any weapons. The policeman points the gun at the robber's lower back.","crs",
"133456","2025/03/26 11:36:09","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman is holding a weapon in the right arm and quickly approaching someone from the side to grab their hands and put them on the ground. By the end the policeman is pointing the gun towards the victim's lower back.","crs",
"133454","2025/03/26 11:35:27","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman is pointing a gun with both arms towards someone, making small steps slowly sideways while trying to get some information from them.","crs",
"133452","2025/03/26 11:34:50","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman is pulling the robber from the ground to stand up and while holding their hands they both start walking forward in a normal pace.","crs",
"133441","2025/03/26 11:21:18","2025-03-21","Receiving call, Arriving at scene, Assessing situation, Forming a perimeter, Negotiating with robber, Attempting to apprehend robber, Exchanging gunfire (if applicable), Using force (if necessary), Handcuffing suspect, Arresting robber","Policeman takes two steps forward in a normal pace before stopping in place with both hands in the air pointing a gun at someone. Crouching slightly for stability","crs",
"133438","2025/03/26 11:00:12","2025-03-21","Providing help/receiving help with a broken leg","receiving help with a medical emergency, they move forward, with another person carrying the victim over their shoulder, the victim walks forward limping","crs",
"133437","2025/03/26 10:59:34","2025-03-21","Providing help/receiving help with a broken leg","receiving help with an injured leg, they move forward, with another person carrying the victim over their shoulder, the victim walks forward limping","crs",
"133436","2025/03/26 10:58:50","2025-03-21","Providing help/receiving help with a broken leg","experiencing an injury, standing up over the shoulder with the help of another person","crs",
"133435","2025/03/26 10:58:11","2025-03-21","Providing help/receiving help with a broken leg","being injured, tries to stand up with the help of another person, but fails","crs",
"133434","2025/03/26 10:57:19","2025-03-21","Providing help/receiving help with a broken leg","having a medical emergency, standing on the ground and holding the leg where pain is felt","crs",
"133433","2025/03/26 10:56:20","2025-03-21","Providing help/receiving help with a broken leg","helping with medical emergency, walking forward, carrying injured person over their shoulder","crs",
"133432","2025/03/26 10:55:46","2025-03-21","Providing help/receiving help with a broken leg","helping with medical emergency, bends down and lifts the injured over his shoulder","crs",
"133431","2025/03/26 10:55:23","2025-03-21","Providing help/receiving help with a broken leg","helping with medical emergency, approaches and leans over the injured person to determine what happened","crs",
"133407","2025/03/25 19:06:52","2025-03-21","Providing help with medical emergency - Checking vital signs, Evaluating injuries, Determining course of action, Performing CPR, Administering first aid, Stabilizing patient, Preparing for transport.","helping with a medical emergency, looks for a phone in his back pocket, sees that the phone is left on the table and stands up to pick it up, squats down next to the patient again and calls an ambulance","crs",
"133406","2025/03/25 19:05:06","2025-03-21","Providing help with medical emergency - Checking vital signs, Evaluating injuries, Determining course of action, Performing CPR, Administering first aid, Stabilizing patient, Preparing for transport.","helping with a medical emergency, checks the pulse in the neck, the injured person is lying on the ground","crs",
"133405","2025/03/25 19:04:38","2025-03-21","Providing help with medical emergency - Checking vital signs, Evaluating injuries, Determining course of action, Performing CPR, Administering first aid, Stabilizing patient, Preparing for transport.","helping with a medical emergency, checks the pulse of the injured person's hand, who is lying on the ground, turns back and raises his hand to call for additional help","crs",
"133404","2025/03/25 19:03:32","2025-03-21","Providing help with medical emergency - Checking vital signs, Evaluating injuries, Determining course of action, Performing CPR, Administering first aid, Stabilizing patient, Preparing for transport.","helping with medical emergency, runs for first aid, crouches down to see the condition of the wounded man lying on the ground","crs",
"133402","2025/03/25 18:54:34","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Criminal planning robbery, holding the gun in the right hand and hands it over to someone, then looks on the map on the table.","crs",
"133401","2025/03/25 18:53:28","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Criminal is explaining that they have to go around a building by pointing on the map and then leans forward to grab the weapon from underneath the table. The robber stands back up and hands over the weapon to someone.","crs",
"133400","2025/03/25 18:52:13","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Explaining plan for bank robbery, is pointing something very important on the map and then pokes someone. Robber really insists that someone understands the plan very well and makes them lean forward to see small details on the map by tapping them on the shoulder.","crs",
"133399","2025/03/25 18:51:03","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Explaining plan, holds both arms up in the air to show a building's top floor to someone and explains how they are getting down","crs",
"133398","2025/03/25 18:50:36","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Explaining plan,  crouching slightly and using expressive arm movement explains the building floors and plans to someone.","crs",
"133394","2025/03/25 18:26:29","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Planning, collecting items from someone and puts them in the drawer on a table.","crs",
"133392","2025/03/25 18:24:53","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Planning robbery, takes gadgets and items from the drawer on the table and hands them over to someone.","crs",
"133390","2025/03/25 18:21:15","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Explaining plan, Robber holds left hand up in the air to indicate the top floor of the building and then tries to explain going down by a rope to someone.","crs",
"133388","2025/03/25 18:19:15","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Planning robbery, pointing to the map using a pen in the right hand and stands back up to explain the floors of the building. Waits to see the reaction of the other person.","crs",
"133386","2025/03/25 18:17:22","2025-03-21","Studying blueprints, Gathering equipment, Discussing strategy, Assigning roles","Planning robbery, puts down the gun on the table and slowly shows the secret passages on the map to someone.Pointing the target with the left hand and stands back up.","crs",
"133377","2025/03/25 17:57:13","2025-03-21","Getting down on one knee, Holding ring, Taking a deep breath, Saying prepared words, Stammering, Expressing love and commitment, Awaiting response, Experiencing joy and excitment if the answer is yes, or being sad if the answer is no.","Proposing marriage, walking in and kneeling down, extending arms, opening ring box","crs",
"133373","2025/03/25 17:53:13","2025-03-21","Getting down on one knee, Holding ring, Taking a deep breath, Saying prepared words, Stammering, Expressing love and commitment, Awaiting response, Experiencing joy and excitment if the answer is yes, or being sad if the answer is no.","down on one knee proposing marriage, puts ring on the finger and box on the floor","crs",
"133371","2025/03/25 17:51:19","2025-03-21","Getting down on one knee, Holding ring, Taking a deep breath, Saying prepared words, Stammering, Expressing love and commitment, Awaiting response, Experiencing joy and excitment if the answer is yes, or being sad if the answer is no.","About to propose holding a the other person's hand, getting down on one knee","crs",
"133369","2025/03/25 17:50:41","2025-03-21","Getting down on one knee, Holding ring, Taking a deep breath, Saying prepared words, Stammering, Expressing love and commitment, Awaiting response, Experiencing joy and excitment if the answer is yes, or being sad if the answer is no.","Person about to propose to someone lends hand asking for a hand","crs",
"133368","2025/03/25 17:48:30","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","The robber is looking around for expensive items and goes to the victim to steal their phone. The victim hands them the phone and the robber walks away in a normal pace.","crs",
"133367","2025/03/25 17:47:13","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","losing item, adjusts her bag on her back, sees that an object has fallen, squats down and picks up the object","crs",
"133366","2025/03/25 17:46:51","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","The robber is holding a gun with both hands and talking the the victim. Looking for money or expensive objects on the counter. The robber can't find anything worth the crime and threatens the victim on the ground.","crs",
"133365","2025/03/25 17:46:22","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","losing item, walks forward and paper falls out of bag, turns back, squats down and picks it up","crs",
"133364","2025/03/25 17:45:34","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","dropping item, picks up an object that was handed to him by a 3rd person, the object falls to the ground, squats and picks up the object","crs",
"133363","2025/03/25 17:45:17","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","The robber is holding the victim, pointing a gun at their head and asks them to sit on the ground.","crs",
"133362","2025/03/25 17:44:53","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","dropping item, walks forward and drops an object from the bag, squats down and picks it up, the object falls to the ground again, squats down again and picks up the object, squats down slightly and puts it in the bag","crs",
"133361","2025/03/25 17:44:39","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","The robber walks around someone laying on the ground and pull them up to stand. With the person walking infront of the robber, they both walk sideways closer to the counter. The robber is looking around and scanning the crime scene, very alert and confident.","crs",
"133360","2025/03/25 17:43:09","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","losing item, looks for item in back pockets of jeans, realizes item is forgotten, goes back to get it","crs",
"133359","2025/03/25 17:43:01","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","Robber walks sideways interacting with someone, holding and pointing a gun. With the gun in the right hand the robber asks the victim to sit down and move.","crs",
"133357","2025/03/25 17:41:52","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","losing item, walk forward and look for an item in the bag, holding bag in front of body","crs",
"133356","2025/03/25 17:41:47","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","Robber walks in and points a gun towards someone with both hands infront of the body. Slightly crouching and very confident movements.","crs",
"133355","2025/03/25 17:41:06","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","lost item, looks for an object in the bag, goes back to check if it has fallen, expresses disappointment at not finding the object","crs",
"133354","2025/03/25 17:40:21","2025-03-21","Frantically checking pockets/bags, Retracing steps, Looking under furniture, Asking others for help, Showing frustration/anger/sadness, Giving up hope, (If found) Expressing relief/joy.","lost item, looks for an object in the bag in front of him, finds nothing in the bag, looks around, checks to see if the object has fallen","crs",
"133350","2025/03/25 17:18:09","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","The robber is using the gun to point towards the counter and make it clear what they want from the people involved.  Walking forward with big steps and holding a bag in the left hand.","crs",
"133349","2025/03/25 17:17:46","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","Robber is moving quickly and talking to the people involved in the crime scene. Points a gun as trying to figure out who he has to deal with. Skilled and trying to cause chaos but rob quickly.","crs",
"133348","2025/03/25 17:17:10","2025-03-21","Walking into bank (masked/unmasked), Approaching teller, Showing weapon, Demanding money (verbally/with note), Threatening hostages, Controlling the crowd, Stuffing money into bag, Accessing vault, Responding to resistance, Leaving bank","Robber is holding a gun in their right hand and walking aggressively to scan the scene and all the people involved in the crime. Making steps forward towards the counter and asking the personel to assist and put money in the bag. Pointing a gun at their head. After the bag is full with cash the robber turns around and walks away quickly.","crs",
